1,0
2,1
3,1
4,0
5,0
6,0
7,0
8,1
9,1
10,0
11,0
12,0
13,1
14,1
15,0
16,1
17,0
18,1
19,0
20,1
21,1
22,1
23,0
24,0
25,1
26,0
27,1
28,0
29,1
30,0
31,1
32,0
33,0
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,0
51,0
52,0
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,0
61,1
62,1
63,1
64,0
65,1
66,0
67,1
68,0
69,1
70,1
71,0
72,1
73,0
74,0
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,0
83,0
84,1
85,1
86,1
87,0
88,1
89,0
90,1
91,0
92,0
93,0
94,1
95,1
96,0
97,1
98,0
99,1
100,0
101,0
102,1
103,0
104,0
105,1
106,0
107,1
108,1
109,0
110,0
111,1
112,1
113,1
114,0
115,0
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,0
128,0
129,1
130,0
131,1
132,1
133,0
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,1
145,1
146,1
147,0
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,0
162,0
163,0
164,1
165,1
166,1
167,1
168,1
169,0
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,1
183,1
184,1
185,1
186,0
187,0
188,0
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,0
199,1
200,1
201,0
202,1
203,0
204,1
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,0
222,1
223,0
224,0
225,1
226,0
227,0
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,0
240,0
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,1
249,1
250,0
251,1
252,1
253,1
254,0
255,0
256,1
257,0
258,1
259,1
260,1
261,0
262,0
263,0
264,1
265,0
266,0
267,0
268,0
269,1
270,1
271,0
272,1
273,0
274,0
275,0
276,1
277,1
278,1
279,1
280,0
281,1
282,0
283,0
284,1
285,1
286,0
287,1
288,0
289,1
290,1
291,0
292,1
293,1
294,0
295,0
296,0
297,1
298,1
299,0
300,1
301,1
302,0
303,1
304,0
305,1
306,1
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,0
319,1
320,0
321,1
322,1
323,1
324,0
325,1
326,0
327,0
328,1
329,1
330,1
331,1
332,0
333,1
334,0
335,1
336,0
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,0
353,1
354,1
355,0
356,1
357,1
358,1
359,0
360,0
361,1
362,1
363,0
364,0
365,0
366,1
367,1
368,1
