737,1
738,0
739,0
740,1
741,1
742,1
743,0
744,1
745,1
746,1
747,1
748,1
749,0
750,0
751,1
752,1
753,1
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,0
766,0
767,0
768,1
769,1
770,1
771,0
772,0
773,1
774,0
775,0
776,1
777,1
778,1
779,1
780,1
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,1
792,1
793,1
794,0
795,1
796,1
797,1
798,1
799,0
800,1
801,1
802,0
803,1
804,1
805,1
806,1
807,1
808,1
809,0
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,0
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,0
827,0
828,1
829,0
830,0
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,0
843,1
844,1
845,0
846,0
847,1
848,1
849,0
850,0
851,1
852,1
853,1
854,1
855,0
856,0
857,0
858,1
859,1
860,1
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,1
871,0
872,0
873,1
874,1
875,1
876,1
877,1
878,1
879,0
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,0
893,1
894,1
895,1
896,0
897,0
898,0
899,1
900,0
901,1
902,1
903,1
904,0
905,0
906,0
907,1
908,1
909,0
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,0
919,1
920,1
921,1
922,0
923,1
924,0
925,1
926,0
927,1
928,1
929,1
930,1
931,1
932,0
933,1
934,1
935,0
936,1
937,1
938,1
939,0
940,1
941,1
942,1
943,1
944,0
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,0
956,0
957,0
958,0
959,1
960,0
961,0
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,0
971,1
972,1
973,1
974,1
975,1
976,1
977,0
978,0
979,0
980,1
981,0
982,1
983,1
984,1
985,1
986,0
987,1
988,0
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,1
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,0
1009,0
1010,1
1011,1
1012,0
1013,1
1014,1
1015,1
1016,1
1017,0
1018,0
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,1
1038,0
1039,1
1040,1
1041,0
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,0
1049,0
1050,1
1051,1
1052,0
1053,0
1054,1
1055,1
1056,1
1057,0
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,0
1068,0
1069,1
1070,1
1071,0
1072,1
1073,1
1074,1
1075,0
1076,0
1077,1
1078,1
1079,1
1080,1
1081,0
1082,1
1083,0
1084,1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,1
1093,1
1094,0
1095,0
1096,0
1097,1
1098,1
1099,0
1100,1
1101,1
1102,1
1103,1
1104,1
