369,0
370,0
371,0
372,1
373,1
374,0
375,0
376,0
377,1
378,0
379,1
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,1
388,1
389,0
390,1
391,0
392,0
393,1
394,0
395,0
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,0
408,1
409,1
410,1
411,1
412,0
413,1
414,0
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,0
423,1
424,0
425,0
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,0
434,1
435,1
436,0
437,1
438,0
439,0
440,1
441,1
442,0
443,1
444,0
445,0
446,1
447,1
448,0
449,0
450,1
451,0
452,0
453,1
454,1
455,1
456,1
457,0
458,1
459,1
460,0
461,0
462,1
463,1
464,1
465,1
466,0
467,1
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,1
476,1
477,1
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,1
495,1
496,1
497,0
498,1
499,1
500,0
501,1
502,0
503,0
504,1
505,1
506,1
507,1
508,1
509,0
510,0
511,0
512,0
513,1
514,1
515,0
516,0
517,1
518,0
519,1
520,0
521,1
522,1
523,1
524,0
525,1
526,0
527,1
528,0
529,1
530,1
531,1
532,1
533,0
534,0
535,1
536,1
537,1
538,0
539,1
540,0
541,1
542,1
543,1
544,1
545,0
546,0
547,1
548,1
549,1
550,0
551,0
552,1
553,1
554,0
555,1
556,1
557,0
558,1
559,1
560,1
561,0
562,0
563,0
564,1
565,1
566,1
567,1
568,1
569,0
570,1
571,0
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,1
583,0
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,0
600,0
601,1
602,1
603,1
604,0
605,0
606,1
607,1
608,0
609,0
610,1
611,0
612,0
613,1
614,1
615,1
616,0
617,0
618,0
619,1
620,0
621,0
622,0
623,0
624,0
625,1
626,0
627,1
628,0
629,1
630,1
631,1
632,0
633,0
634,0
635,1
636,1
637,1
638,1
639,1
640,1
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,1
650,0
651,0
652,1
653,0
654,1
655,0
656,1
657,0
658,0
659,1
660,0
661,1
662,0
663,1
664,0
665,1
666,0
667,0
668,1
669,1
670,0
671,0
672,0
673,0
674,1
675,1
676,0
677,1
678,0
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,0
691,1
692,1
693,1
694,0
695,1
696,1
697,1
698,0
699,1
700,0
701,0
702,1
703,0
704,1
705,1
706,1
707,1
708,0
709,0
710,1
711,0
712,1
713,1
714,0
715,0
716,1
717,0
718,0
719,1
720,0
721,0
722,0
723,0
724,1
725,1
726,0
727,0
728,0
729,1
730,0
731,1
732,0
733,0
734,1
735,1
736,1
